"restName"	"Address"	"Phone"	"webSite"	"openingDays"	"Takes_Reservations"	"Delivery"	"Take_out"	"Accepts_Credit_Cards"	"Accepts_Apple_Pay"	"Accepts_Android_Pay"	"Accepts_Bitcoin"	"Good_For"	"Parking"	"Bike_Parking"	"Good_for_Kids"	"Good_for_Groups"	"Attire"	"Ambience"	"Noise_Level"	"Alcohol"	"Outdoor_Seating"	"Wi_Fi"	"Has_TV"	"Good_for_Kids.1"	"Caters"	"Gender_Neutral_Restrooms"	"ContactPage"	"CustomerEmail"
"Love N Haight Deli"	"553 Haight StSan Francisco, CA 94117"	"(415) 252-8190"	NA	" Mon , 11:30 am - 2:00 am Tue , 11:30 am - 2:00 am Wed , 11:30 am - 2:00 am Thu , 11:30 am - 2:00 am Fri , 11:30 am - 2:00 am Sat , 11:30 am - 2:00 am Sun , 11:30 am - 1:00 am"	"No"	"No"	"Yes"	"No"	"No"	"No"	NA	"Lunch"	"Street"	"Yes"	"Yes"	"No"	"Casual"	"Casual"	"Quiet"	"No"	"No"	"No"	"No"	"Yes"	"No"	NA	NA	NA
"L’s Caffe"	"2871 24th StSan Francisco, CA 94110"	"(415) 206-0274"	"http://lscaffe.com"	" Mon , 6:30 am - 3:00 pm Tue , 6:30 am - 3:00 pm Wed , 6:30 am - 3:00 pm Thu , 6:30 am - 3:00 pm Fri , 6:30 am - 3:00 pm Sat , 8:00 am - 3:00 pm Sun , 8:00 am - 3:00 pm"	"No"	"No"	"Yes"	"Yes"	"No"	NA	NA	"Breakfast, Lunch"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Quiet"	"Beer & Wine Only"	"Yes"	"Free"	"No"	"Yes"	"Yes"	"Yes"	"http://eat24hrs.com/restaurants/32040"	NA
"Lucca Delicatessen"	"2120 Chestnut StSan Francisco, CA 94123"	"(415) 921-7873"	"http://luccadeli.com"	" Mon , 9:00 am - 6:30 pm Tue , 9:00 am - 6:30 pm Wed , 9:00 am - 6:30 pm Thu , 9:00 am - 6:30 pm Fri , 9:00 am - 6:30 pm Sat , 9:00 am - 6:00 pm Sun , 9:00 am - 6:00 pm"	"No"	"No"	"Yes"	"Yes"	"No"	"No"	NA	NA	"Street"	"Yes"	"Yes"	"No"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"No"	"No"	"No"	"Yes"	"Yes"	NA	"http://luccadeli.com"	NA
"Luisa’s Pizza And Pasta"	"1550 California StSan Francisco, CA 94109"	"(415) 563-4043"	"http://luisaspizzapasta.com"	" Mon , 5:00 pm - 11:00 pm Tue , 5:00 pm - 11:00 pm Wed , 5:00 pm - 11:00 pm Thu , 5:00 pm - 11:00 pm Fri , 5:00 pm - 12:00 am Sat , 11:00 am - 3:30 pm5:00 pm - 12:00 am Sun , 11:00 am - 3:30 pm5:00 pm - 12:00 am"	"Yes"	"No"	"Yes"	"Yes"	"No"	"No"	"No"	"Dinner"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Quiet"	"Beer & Wine Only"	"Yes"	"No"	"No"	"Yes"	"No"	"Yes"	"http://www.kydiaonline.com"	NA
"Luna’s Coffee House"	"1101 Potrero AveSan Francisco, CA 94110"	NA	NA	" Mon , 6:00 am - 3:00 pm Tue , 6:00 am - 3:00 pm Wed , 6:00 am - 3:00 pm Thu , 6:00 am - 3:00 pm Fri , 6:00 am - 3:00 pm Sat , Closed Sun , Closed"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Lunchpad"	"581 Hayes StSan Francisco, CA 94102"	"(415) 522-6647"	"http://thelunchpadsf.com"	" Mon , 9:00 am - 2:30 pm Tue , 9:00 am - 2:30 pm Wed , 9:00 am - 2:30 pm Thu , 9:00 am - 2:30 pm Fri , 9:00 am - 2:30 pm Sat , 11:00 am - 2:30 pm Sun , 11:00 am - 2:30 pm"	"Yes"	"Yes"	"Yes"	"Yes"	"Yes"	"Yes"	"No"	NA	"Street"	"Yes"	"No"	"Yes"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"No"	"Free"	"Yes"	"No"	"Yes"	NA	"https://twitter.com/thelunchpadsf"	NA
"Lupa Trattoria"	"4109 24th StSan Francisco, CA 94114"	"(415) 282-5872"	"http://lupatrattoria.com"	" Mon , 5:30 pm - 10:00 pm Tue , 5:30 pm - 10:00 pm Wed , 5:30 pm - 10:00 pm Thu , 5:30 pm - 10:00 pm Fri , 5:30 pm - 10:00 pm Sat , 5:30 pm - 10:00 pm Sun , 5:00 pm - 9:00 pm"	"Yes"	"No"	"Yes"	"Yes"	"No"	NA	NA	NA	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"No"	"No"	"No"	"Yes"	"No"	"Yes"	"http://lupatrattoria.comcontact.html"	NA
"Ly’s Vietnamese Cuisine"	"1779 Lombard StSan Francisco, CA 94123"	"(415) 563-1927"	"http://lyspho.com"	" Mon , 11:00 am - 3:00 pm4:30 pm - 9:00 pm Tue , Closed Wed , 11:00 am - 3:00 pm4:30 pm - 9:00 pm Thu , 11:00 am - 3:00 pm4:30 pm - 9:00 pm Fri , 11:00 am - 3:00 pm4:30 pm - 9:00 pm Sat , 11:00 am - 9:00 pm Sun , 11:00 am - 9:00 pm"	"Yes"	"No"	"Yes"	"Yes"	"No"	"No"	NA	"Lunch, Dinner"	"Street"	"No"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"http://lyspho.com"	NA
"Mac Daddy"	"1453 18th StSan Francisco, CA 94107"	"(415) 872-6670"	"http://macdaddysf.com"	" Mon , 11:30 am - 10:00 pm Tue , 11:30 am - 10:00 pm Wed , 11:30 am - 10:00 pm Thu , 11:30 am - 10:00 pm Fri , 11:30 am - 10:00 pm Sat , 11:30 am - 10:00 pm Sun , 11:30 am - 10:00 pm"	"No"	"No"	"Yes"	"Yes"	"No"	"No"	NA	"Lunch, Dinner"	"Street"	"Yes"	"Yes"	"No"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"Yes"	"No"	"No"	"Yes"	"Yes"	"Yes"	"http://macdaddysf.com/contact/"	"mailto:chezpapabistrot@yahoo.com"
"Macha Cafe"	"1355 Sutter StSan Francisco, CA 94109"	"(415) 563-8079"	NA	" Mon , 7:00 am - 4:00 pm Tue , 7:00 am - 4:00 pm Wed , 7:00 am - 4:00 pm Thu , 7:00 am - 4:00 pm Fri , 7:00 am - 4:00 pm Sat , Closed Sun , Closed"	"No"	"No"	"Yes"	"No"	"No"	NA	NA	NA	"Street"	"Yes"	"Yes"	"No"	"Casual"	"Casual"	"Quiet"	"No"	"No"	"No"	"Yes"	"Yes"	"Yes"	NA	NA	NA
"Mae Krua"	"331 Cortland AveSan Francisco, CA 94110"	"(415) 574-7334"	"http://maekrua.eat24hour.com"	" Mon , 10:00 am - 6:00 pm Tue , Closed Wed , 10:00 am - 6:00 pm Thu , 10:00 am - 6:00 pm Fri , 10:00 am - 6:00 pm Sat , 10:00 am - 6:00 pm Sun , 10:00 am - 6:00 pm"	"No"	"No"	"Yes"	"Yes"	"Yes"	NA	NA	"Lunch"	"Street"	"Yes"	"Yes"	"No"	"Casual"	"Casual"	"Quiet"	"No"	"No"	"Free"	"No"	"Yes"	NA	NA	"https://eat24hours.com/"	NA
"Malasa"	"1336 9th AveSan Francisco, CA 94122"	"(415) 682-9980"	NA	" Mon , Closed Tue , Closed Wed , Closed Thu , Closed Fri , Closed Sat , 10:00 am - 2:30 pm Sun , 10:00 am - 2:30 pm"	"Yes"	"Yes"	"Yes"	"Yes"	"No"	"No"	"No"	"Brunch, Lunch"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"No"	"Free"	"Yes"	"Yes"	"Yes"	"Yes"	NA	NA
"MaMa Ji’s"	"4416 18th StSan Francisco, CA 94114"	"(415) 212-8187"	"http://mamajissf.com"	" Mon , 11:00 am - 2:30 pm5:30 pm - 9:30 pm Tue , 11:00 am - 2:30 pm5:30 pm - 9:30 pm Wed , 11:00 am - 2:30 pm5:30 pm - 9:30 pm Thu , 11:00 am - 2:30 pm5:30 pm - 9:30 pm Fri , 11:00 am - 2:30 pm5:30 pm - 10:00 pm Sat , 9:30 am - 3:00 pm5:00 pm - 10:00 pm Sun , 9:30 am - 3:00 pm5:00 pm - 9:30 pm"	"No"	"No"	"Yes"	"Yes"	"No"	"Yes"	NA	"Lunch, Dinner"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"Yes"	"No"	"No"	"Yes"	"No"	"Yes"	"http://mamajissf.comcontact/index.html"	"mailto:info@mamajissf.com"
"Mama’s On Washington Square"	"1701 Stockton StSan Francisco, CA 94133"	"(415) 362-6421"	"http://mamas-sf.com"	" Mon , Closed Tue , 8:00 am - 3:00 pm Wed , 8:00 am - 3:00 pm Thu , 8:00 am - 3:00 pm Fri , 8:00 am - 3:00 pm Sat , 8:00 am - 3:00 pm Sun , 8:00 am - 3:00 pm"	"No"	"No"	"No"	"No"	"No"	"No"	NA	"Breakfast, Brunch"	"Street"	"Yes"	"Yes"	"No"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"No"	"No"	"No"	"Yes"	"No"	"Yes"	"http://mamas-sf.com/contact.html"	NA
"Mandalay"	"4348 California StSan Francisco, CA 94118"	"(415) 386-3896"	"http://mandalaysf.com"	" Mon , 11:30 am - 2:30 pm5:00 pm - 9:30 pm Tue , Closed Wed , 11:30 am - 2:30 pm5:00 pm - 9:30 pm Thu , 11:30 am - 2:30 pm5:00 pm - 9:30 pm Fri , 11:30 am - 2:30 pm5:00 pm - 10:00 pm Sat , 11:30 am - 10:00 pm Sun , 11:30 am - 9:30 pm"	"Yes"	"No"	"Yes"	"Yes"	"No"	"No"	NA	"Dinner"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"No"	"No"	"No"	"Yes"	"Yes"	NA	"http://mandalaysf.com/reservations"	NA
"M & C Market"	"1200 Valencia StSan Francisco, CA 94110"	"(415) 920-9442"	"http://mandcmarket.comcastbiz.net"	" Mon , 7:00 am - 12:00 am Tue , 7:00 am - 12:00 am Wed , 7:00 am - 12:00 am Thu , 7:00 am - 12:00 am Fri , 7:00 am - 2:00 am Sat , 7:00 am - 2:00 am Sun , 7:00 am - 12:00 am"	"No"	"No"	"No"	"Yes"	NA	NA	NA	NA	"Street"	NA	"No"	"No"	"Casual"	NA	"Average"	NA	"No"	NA	"No"	"No"	NA	NA	"http://mandcmarket.comcastbiz.net#top"	NA
"Manitas Cafe & Deli"	"2078 Hayes StSan Francisco, CA 94117"	"(415) 213-5566"	"http://manitascafe.com"	" Mon , 7:00 am - 4:00 pm Tue , 7:00 am - 8:30 pm Wed , 7:00 am - 8:30 pm Thu , 7:00 am - 8:30 pm Fri , 7:00 am - 8:30 pm Sat , 7:00 am - 8:30 pm Sun , Closed"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"No"	"Breakfast, Brunch, Lunch"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"Yes"	"Free"	"Yes"	"Yes"	"Yes"	"Yes"	"http://manitascafe.com/contact"	NA
"Manna"	"845 Irving StSan Francisco, CA 94122"	"(415) 665-5969"	NA	" Mon , Closed Tue , 11:00 am - 9:30 pm Wed , 11:00 am - 9:30 pm Thu , 11:00 am - 9:30 pm Fri , 11:00 am - 9:30 pm Sat , 11:00 am - 9:30 pm Sun , 11:00 am - 9:30 pm"	"No"	"No"	"Yes"	"Yes"	"No"	"No"	NA	"Lunch, Dinner"	"Street"	"Yes"	"Yes"	"No"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"No"	"No"	"No"	"Yes"	"No"	"Yes"	NA	NA
"Manora’s Thai Cuisine"	"1600 Folsom StSan Francisco, CA 94103"	"(415) 861-6224"	"http://manorasthai.com"	" Mon , 11:30 am - 2:30 pm5:30 pm - 9:30 pm Tue , 11:30 am - 2:30 pm5:30 pm - 9:30 pm Wed , 11:30 am - 2:30 pm5:30 pm - 9:30 pm Thu , 11:30 am - 2:30 pm5:30 pm - 9:30 pm Fri , 11:30 am - 2:30 pm5:30 pm - 10:00 pm Sat , 5:30 pm - 10:00 pm Sun , Closed"	"Yes"	"Yes"	"Yes"	"Yes"	"No"	NA	"No"	"Lunch, Dinner"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"Full Bar"	"No"	"No"	"No"	"Yes"	"No"	NA	"http://manorasthai.com#"	NA
"Manzoni"	"2788 Diamond StSan Francisco, CA 94131"	"(415) 334-2251"	"http://manzonirestaurant.com"	" Mon , Closed Tue , 5:30 pm - 10:00 pm Wed , 5:30 pm - 10:00 pm Thu , 5:30 pm - 10:00 pm Fri , 5:30 pm - 10:00 pm Sat , 5:30 pm - 10:00 pm Sun , 5:30 pm - 10:00 pm"	"Yes"	"No"	"Yes"	"Yes"	"No"	"No"	NA	NA	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	NA	"Average"	"Beer & Wine Only"	"No"	"Free"	"No"	"Yes"	"No"	NA	"http://www.opentable.com/single.aspx?rid=160699&restref=160699"	NA
"Marcella’s Lasagneria"	"1099 Tennessee StSan Francisco, CA 94107"	"(415) 920-2225"	"http://marcellaslasagneria.com"	" Mon , 11:30 am - 4:30 pm Tue , 11:30 am - 4:30 pm Wed , 11:30 am - 4:30 pm Thu , 11:30 am - 4:30 pm Fri , 11:30 am - 4:30 pm Sat , Closed Sun , Closed"	"Yes"	"No"	"Yes"	"Yes"	"Yes"	"No"	"No"	"Lunch"	"Street"	"Yes"	"Yes"	"No"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"Yes"	"No"	"No"	"Yes"	"Yes"	"Yes"	"http://marcellaslasagneria.comcontact.html"	NA
"Marcello’s Pizza"	"420 Castro StSan Francisco, CA 94114"	"(415) 863-3900"	"http://marcellospizza420.com"	" Mon , 11:00 am - 1:00 am Tue , 11:00 am - 1:00 am Wed , 11:00 am - 1:00 am Thu , 11:00 am - 1:00 am Fri , 11:00 am - 2:00 am Sat , 11:00 am - 2:00 am Sun , 11:00 am - 1:00 am"	"No"	"Yes"	"Yes"	"No"	"No"	"No"	"No"	"Dinner, Late Night"	"Street"	"Yes"	"Yes"	"No"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"Yes"	"No"	"Yes"	"Yes"	"Yes"	NA	"http://marcellospizza420.comcontact-us.html"	NA
"Marengo"	"1980 Union StSan Francisco, CA 94123"	"(415) 441-2575"	"http://marengosf.com"	" Mon , 4:00 pm - 11:00 pm Tue , Closed Wed , 3:00 pm - 11:00 pm Thu , 3:00 pm - 12:00 am Fri , 11:30 am - 1:00 am Sat , 11:00 am - 1:00 am Sun , 10:30 am - 8:00 pm"	"No"	"No"	"Yes"	"Yes"	NA	NA	NA	"Brunch, Dinner"	"Street"	"Yes"	"No"	"Yes"	"Casual"	"Trendy"	"Average"	"Full Bar"	"No"	"No"	"Yes"	"No"	"No"	"Yes"	"http://marengosf.com"	NA
"Marina Submarine"	"2299 Union StSan Francisco, CA 94123"	"(415) 921-3990"	NA	" Mon , 10:00 am - 5:00 pm Tue , 10:00 am - 5:00 pm Wed , 10:00 am - 5:00 pm Thu , 10:00 am - 5:00 pm Fri , 10:00 am - 5:00 pm Sat , 11:00 am - 4:30 pm Sun , 11:00 am - 3:30 pm"	"No"	"No"	"Yes"	"No"	"No"	"No"	NA	"Lunch"	"Street"	"Yes"	"Yes"	"No"	"Casual"	"Casual"	"Quiet"	"No"	"No"	"No"	"No"	"Yes"	"No"	NA	NA	NA
"Market Mayflower & Deli"	"985 Bush StSan Francisco, CA 94109"	"(415) 747-6110"	"http://marketmayflower.com/index.html"	" Mon , 9:00 am - 11:00 pm Tue , 9:00 am - 11:00 pm Wed , 9:00 am - 11:00 pm Thu , 9:00 am - 11:00 pm Fri , 9:00 am - 12:00 am Sat , 9:00 am - 12:00 am Sun , 9:00 am - 11:00 pm"	"No"	"No"	"Yes"	"Yes"	NA	NA	NA	"Lunch"	"Street"	"No"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"Full Bar"	NA	"No"	"Yes"	"Yes"	"Yes"	NA	"http://marketmayflower.com/index.htmlcontact.html"	NA
"Marlowe"	"500 Brannan StSan Francisco, CA 94107"	"(415) 777-1413"	"http://marlowesf.com"	" Mon , 11:30 am - 10:00 pm Tue , 11:30 am - 10:00 pm Wed , 11:30 am - 10:00 pm Thu , 11:30 am - 11:00 pm Fri , 11:30 am - 11:00 pm Sat , 10:00 am - 11:00 pm Sun , 10:00 am - 10:00 pm"	"Yes"	"No"	"Yes"	"Yes"	"No"	"No"	NA	"Dinner"	"Garage, Street"	"Yes"	"No"	"Yes"	"Casual"	"Trendy"	"Average"	"Full Bar"	"No"	"No"	"No"	"No"	"No"	"Yes"	"https://marlowesf.com/contact/"	NA
"Marnee Thai"	"1243 9th AveSan Francisco, CA 94122"	"(415) 731-9999"	"http://marneethaisf.com"	" Mon , 11:30 am - 3:30 pm4:30 pm - 9:30 pm Tue , 11:30 am - 3:30 pm4:30 pm - 9:30 pm Wed , 11:30 am - 3:30 pm4:30 pm - 9:30 pm Thu , 11:30 am - 3:30 pm4:30 pm - 9:30 pm Fri , 11:30 am - 3:30 pm4:30 pm - 10:00 pm Sat , 11:30 am - 10:00 pm Sun , 11:30 am - 9:30 pm"	"Yes"	"Yes"	"Yes"	"Yes"	"No"	"No"	NA	"Dinner"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"No"	"No"	"No"	"Yes"	"Yes"	NA	"http://marneethaisf.comNA"	NA
"Marufuku Ramen"	"1581 Webster StSte 235San Francisco, CA 94115"	"(415) 872-9786"	"http://marufukuramen.com"	" Mon , Closed Tue , 11:30 am - 2:00 pm5:30 pm - 9:30 pm Wed , 11:30 am - 2:00 pm5:30 pm - 9:30 pm Thu , 11:30 am - 2:00 pm5:30 pm - 9:30 pm Fri , 11:30 am - 2:00 pm5:30 pm - 9:30 pm Sat , 11:30 am - 3:00 pm5:00 pm - 9:30 pm Sun , 11:30 am - 3:00 pm5:00 pm - 9:00 pm"	"No"	"No"	"Yes"	"Yes"	"No"	"No"	NA	"Lunch, Dinner"	"Garage"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"No"	"No"	"No"	"Yes"	"No"	NA	"https://www.facebook.com/MarufukuRamen/"	NA
"Maruya"	"2931 16th StSan Francisco, CA 94103"	"(415) 503-0702"	"http://maruyasf.org"	" Mon , Closed Tue , 5:30 pm - 9:00 pm Wed , 5:30 pm - 9:00 pm Thu , 5:30 pm - 9:00 pm Fri , 5:30 pm - 9:30 pm Sat , 5:30 pm - 9:30 pm Sun , Closed"	"Yes"	"No"	"No"	"Yes"	"No"	"No"	"No"	NA	"Street"	"No"	"No"	"No"	"Casual"	"Classy"	"Average"	"Beer & Wine Only"	"No"	"No"	"No"	"No"	"No"	NA	"http://maruyasf.org"	NA
"Mateo’s Taqueria"	"2471 Mission StSan Francisco, CA 94110"	"(415) 648-6000"	"http://mateossf.com"	" Mon , 11:00 am - 9:00 pm Tue , 11:00 am - 9:00 pm Wed , 11:00 am - 9:00 pm Thu , 11:00 am - 9:00 pm Fri , 11:00 am - 9:30 pm Sat , 11:00 am - 9:30 pm Sun , 11:00 am - 8:00 pm"	"No"	"Yes"	"Yes"	"Yes"	"No"	NA	NA	"Lunch, Dinner"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"No"	"No"	"No"	"Yes"	"Yes"	"Yes"	"http://mateossf.com"	NA
"Mathilde French Bistro"	"315 5th StSan Francisco, CA 94107"	"(415) 546-6128"	"http://mathildesf.com"	" Mon , Closed Tue , 5:30 pm - 9:30 pm Wed , 5:30 pm - 9:30 pm Thu , 5:30 pm - 9:30 pm Fri , 5:30 pm - 10:00 pm Sat , 5:30 pm - 10:00 pm Sun , Closed"	"Yes"	"No"	"Yes"	"Yes"	"No"	"No"	NA	"Dinner, Dessert"	"Street"	"Yes"	"No"	"Yes"	"Casual"	"Classy"	"Average"	"Beer & Wine Only"	"Yes"	"No"	"No"	"No"	"No"	"Yes"	"http://mathildesf.comtel:+14155466128"	NA
"Mau"	"665 Valencia StSan Francisco, CA 94110"	"(415) 934-8889"	"http://eatmau.com"	" Mon , 12:00 pm - 3:00 pm5:30 pm - 10:00 pm Tue , 12:00 pm - 3:00 pm5:30 pm - 10:00 pm Wed , 12:00 pm - 3:00 pm5:30 pm - 10:00 pm Thu , 12:00 pm - 3:00 pm5:30 pm - 10:00 pm Fri , 12:00 pm - 3:00 pm5:30 pm - 10:00 pm Sat , 12:00 pm - 3:00 pm5:30 pm - 10:00 pm Sun , 12:00 pm - 3:00 pm5:30 pm - 10:00 pm"	"No"	"Yes"	"Yes"	"Yes"	"No"	"No"	"No"	"Lunch, Dinner"	"Street"	"No"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"Yes"	"No"	"No"	"Yes"	"Yes"	NA	"https://www.facebook.com/maurestaurant"	NA
"Maven"	"598 Haight StSan Francisco, CA 94117"	"(415) 829-7982"	"http://maven-sf.com"	" Mon , 5:30 pm - 11:30 pm Tue , 5:30 pm - 11:30 pm Wed , 5:30 pm - 11:30 pm Thu , 5:30 pm - 11:30 pm Fri , 5:30 pm - 11:30 pm Sat , 11:00 am - 11:30 pm Sun , 11:00 am - 9:30 pm"	"Yes"	"No"	"Yes"	"Yes"	"No"	NA	"No"	"Dinner"	"Street"	"Yes"	"No"	"Yes"	"Casual"	"Trendy"	"Average"	"Full Bar"	"No"	"No"	"No"	"No"	"No"	NA	"http://www.maven-sf.com/contact/"	NA
"Mazarine Coffee"	"720 Market StSan Francisco, CA 94102"	"(415) 398-7700"	"http://mazarinecoffee.com"	" Mon , 7:00 am - 6:00 pm Tue , 7:00 am - 6:00 pm Wed , 7:00 am - 6:00 pm Thu , 7:00 am - 6:00 pm Fri , 7:00 am - 6:00 pm Sat , 8:00 am - 5:00 pm Sun , 8:00 am - 5:00 pm"	"No"	"No"	"Yes"	"Yes"	"No"	"No"	"No"	"Breakfast, Brunch"	"Street"	"Yes"	"No"	"Yes"	"Casual"	"Casual"	"Average"	"No"	"Yes"	"No"	"No"	"No"	"No"	"Yes"	"mailto:jobs@mazarinecoffee.com"	NA
"Mazzat"	"501 Fell StSan Francisco, CA 94102"	"(415) 525-3901"	"http://mazzat.restaurantengine.com"	" Mon , 4:00 pm - 10:00 pm Tue , 4:00 pm - 10:00 pm Wed , 4:00 pm - 10:00 pm Thu , 4:00 pm - 10:00 pm Fri , 4:00 pm - 10:00 pm Sat , 4:00 pm - 10:00 pm Sun , 4:00 pm - 9:00 pm"	"Yes"	"No"	"Yes"	"Yes"	"Yes"	NA	NA	"Dinner"	"Street"	"Yes"	"No"	"Yes"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"Yes"	"Free"	"No"	"No"	"No"	NA	"https://mazzat.restaurantengine.com/contact/"	NA
"Me & Tasty"	"3970 17th StSan Francisco, CA 94114"	"(415) 923-8498"	NA	" Mon , 11:00 am - 2:30 pm5:00 pm - 10:00 pm Tue , 11:00 am - 2:30 pm5:00 pm - 10:00 pm Wed , 11:00 am - 2:30 pm5:00 pm - 10:00 pm Thu , 11:00 am - 2:30 pm5:00 pm - 10:00 pm Fri , 11:00 am - 2:30 pm5:00 pm - 10:00 pm Sat , 9:00 am - 2:30 pm5:00 pm - 10:00 pm Sun , 9:00 am - 2:30 pm5:00 pm - 10:00 pm"	"Yes"	"Yes"	"Yes"	"Yes"	"No"	"No"	NA	"Brunch, Lunch"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Trendy"	"Average"	"Beer & Wine Only"	"No"	"No"	"No"	"Yes"	NA	"Yes"	NA	NA
"Media Noche"	"3465 19th StSan Francisco, CA 94110"	"(415) 655-3904"	"http://medianochesf.com"	" Mon , 11:30 am - 10:00 pm Tue , 11:30 am - 10:00 pm Wed , 11:30 am - 10:00 pm Thu , 11:30 am - 10:00 pm Fri , 11:30 am - 10:00 pm Sat , 11:30 am - 10:00 pm Sun , 11:30 am - 9:00 pm"	"No"	"Yes"	"Yes"	"Yes"	"No"	"No"	"No"	"Lunch, Dinner"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual, Trendy"	"Average"	"Beer & Wine Only"	"Yes"	"No"	"No"	"Yes"	"Yes"	"Yes"	"http://medianochesf.com"	NA
"Mela Tandoori Kitchen"	"536 Golden Gate AveSan Francisco, CA 94102"	"(415) 447-4041"	"http://melasf.com"	" Mon , 5:30 pm - 10:00 pm Tue , 5:30 pm - 10:00 pm Wed , 5:30 pm - 10:00 pm Thu , 5:30 pm - 10:00 pm Fri , 5:30 pm - 10:00 pm Sat , 5:30 pm - 10:00 pm Sun , Closed"	"Yes"	"Yes"	"Yes"	"Yes"	"No"	"No"	"No"	"Dinner"	"Garage, Street"	"No"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"Yes"	"Free"	"Yes"	"Yes"	"Yes"	NA	"http://melasf.com/contact/"	NA
"Mensho Tokyo"	"672 Geary StSan Francisco, CA 94102"	"(415) 800-8345"	"http://mensho.tokyo"	" Mon , Closed Tue , 5:00 pm - 11:30 pm Wed , 5:00 pm - 11:30 pm Thu , 5:00 pm - 11:30 pm Fri , 5:00 pm - 11:30 pm Sat , 5:00 pm - 11:30 pm Sun , 5:00 pm - 11:30 pm"	"No"	"No"	"No"	"Yes"	"No"	"No"	NA	"Dinner"	"Street"	"No"	"No"	"No"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"No"	"No"	"Yes"	"No"	"No"	"Yes"	"https://www.instagram.com/menya_shono/"	NA
"Mercury Cafe"	"201 Octavia BlvdSan Francisco, CA 94102"	"(415) 252-7855"	"http://mercurycafe.net"	" Mon , 7:00 am - 5:00 pm Tue , 7:00 am - 5:00 pm Wed , 7:00 am - 5:00 pm Thu , 7:00 am - 5:00 pm Fri , 7:00 am - 5:00 pm Sat , 8:00 am - 5:00 pm Sun , 8:00 am - 5:00 pm"	"No"	"No"	"Yes"	"Yes"	"Yes"	NA	NA	"Breakfast, Lunch"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"Yes"	"Free"	"No"	"Yes"	"No"	"Yes"	"http://mercurycafe.nethttp://www.mercurycafe.net/contact/"	NA
"Metro Caffe"	"247 Fillmore StSan Francisco, CA 94117"	NA	NA	" Mon , 11:00 am - 10:00 pm Tue , 11:00 am - 10:00 pm Wed , 11:00 am - 10:00 pm Thu , 11:00 am - 10:00 pm Fri , 11:00 am - 10:00 pm Sat , 11:00 am - 10:00 pm Sun , 11:00 am - 9:00 pm"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
